content,label
 Assistant Professor of English.,-1
 Maharishi arvind University,-1
 Jaipur -  Jaipur,-1
 Rajasthan -.,-1
 May 2016 to October 2016. .,-1
 Assistant Professor of English literature and language.,-1
 Assistant Professor of English.,-1
 Pramukh Swami science and H. D. Patel arts college -  Kadi,-1
 Gujarat -.,-1
 March 2015 to November 2015. .,-1
 Assistant Professor of English literature and language.,-1
 EDUCATION.,-1
 PhD.,-1
 in English literature.,-1
 University of Rajasthan -  Jaipur,-1
 Rajasthan.,-1
 January 2013 to August 2018. .,-1
 M. A. in English literature.,-1
 University of Rajasthan -  Jaipur,-1
 Rajasthan.,-1
 July 2010 to May 2012. .,-1
 B.,-1
 A. in English literature.,-1
 University of Rajasthan -  Jaipur,-1
 Rajasthan.,-1
 July 2008 to June 2010. .,-1
 https://www.indeed.com/r/Neelam-Poonia/fb4bda761e70fac4 isid rex-download ikw download-top co IN,-1
Pawan Shukla.,-1
 sales manager with 14+ experience.,-1
 Dehra Dun,-1
 Uttarakhand - Email me on Indeed: indeed.com/r/Pawan-Shukla/ef5bef5d57287e0f.,-1
 Willing to relocate to: Uttarakhand.,-1
 WORK EXPERIENCE.,-1
 Sales Manager.,-1
 -.,-1
 2010 to Present.,-1
 Responsibility:.,-1
 Marketing Planning.,-1
 Production.,-1
 Monitoring   Implementation..,-1
 Developing market linkage through distribution and retails network.,-1
 Setting strong,-1
 vibrant retail shops   distribution network..,-1
 Organizing sales promotional activities,-1
 buyer seller meets,-1
 participation the exhibitions  .,-1
 fairs..,-1
 Setting up the team targets,-1
 sales strategy,-1
 sales Planning   Budgeting..     Liaison with the buyers such as Institutions,-1
 dealers,-1
 wholesaler,-1
 distributors   retailers..,-1
 Documentation   Reporting..     Handing stock.,-1
3,-1
 Past Experience: Worked with Appropriate Technology India (ATI) .,-1
 ATI is a non-government.,-1
 organization that works with the mountain communities of Uttarakhand offering them innovative.,-1
 alternative to subsistence agriculture.,-1
 ATI promoted  DevBhumi Natural Products Producers.,2
 Company Ltd .,-1
 In 2007.,-1
 The company is engaged in marketing of certified organic products from.,-1
 the Himalayas such as Honey,-1
 Spices,-1
 Pluses,-1
 tasar silk and bamboo products.. .,-1
 Are of Expertise.,-1
 Experience: Presently working with  Himjoli Products Private Limited  Himjoli based in.,-1
 Uttarakhand which providing marketing platform for Organic products (foods,-1
 cosmetics and etc).,-1
 across the county.. .,-1
 Senior Sales Officer.,-1
 -.,-1
 2004 to 2010. .,-1
 Responsibility: Strengthening Sales   distribution network within Uttarakhand.,-1
 Development of Distribution Network within the State.,-1
 Networking with institutions such as Ashrams,-1
 Hotels   retails chains as well as Govt..,-1
 Departments..     Supply Chain development   Monitoring.,2
 https://www.indeed.com/r/Pawan-Shukla/ef5bef5d57287e0f isid rex-download ikw download-top co IN.,-1
 EDUCATION.,-1
 MBA.,-1
 Sikkim Manipal University.,-1
 H.N.B.,-1
 Garhwal University.,-1
 SKILLS.,-1
 Microsoft office (10+ years),-1
 ENTERPRISE RESOURCE PLANNING (Less than 1 year),-1
 tally ERP 9,-1
.,-1
 (3 years),-1
 EXCEL (10+ years),5
 MS EXCEL (10+ years).,5
 ADDITIONAL INFORMATION.,-1
 Computer proficiency:.,-1
 Application/MS Excel and MS Word.,2
 Tally ERP 9 (with GST),-1
 Internet etc.,-1
5,-1
 Strength:.,-1
 Positive attitude.,-1
 Excellent interpersonal and communication skills.,-1
 Ability to adopt.,-1
 A strong believer in team work,-1
Suchita Singh.,-1
 Noida,-1
 Uttar Pradesh - Email me on Indeed: indeed.com/r/Suchita-Singh/00451c01c48e779f.,-1
 Suhita Singh.,-1
 singhsuchita2014@gmail.com.,-1
 singh_puja89@ymail.com.,-1
 /      .,-1
 H. NO.,-1
 441 Beeta-2 Greater Noida,-1
      .,-1
 Willing to relocate to: Greater Noida,-1
 Uttar Pradesh - Uttar Pradesh - Noida,-1
 Uttar Pradesh.,-1
 WORK EXPERIENCE.,-1
 Sales manager.,-1
 Sang Infratech pvt ltd -  Greater Noida,-1
 Uttar Pradesh -.,-1
 October 2017 to Present.,-1
 Greeting .... this is suchita I   m from greater noida I have total 4 year experience of sales and.,-1
 marketing but now I want to move on so that   s why I apply here for sitting job I hope I will get.,-1
 a positive feedback from here Regards.,-1
 HR Executive.,-1
 -.,-1
 2014 to Present.,-1
 Administrative Officer.,-1
 BD Green home pvt.ltd -  Greater Noida,-1
 Uttar Pradesh -.,-1
 July 2012 to Present.,-1
 Hello this is suchita from greater noida currently i am in admin department but want to quit from.,-1
 here for my carrier growth so pls consider about my resume and give me opportunity to grab.,-1
 it .,-1
 Regards.,-1
 Previous Employee.,-1
 Udai Propmart Pvt.ltd -.,-1
 2010 to 2011. .,-1
 Duties:.,-1
 * Arranging interviews with candidates who have been short listed for a position.. * Drawing up short lists of suitable candidates.. * Calling up a candidate and informing them if they have been successful or unsuccessful in their.,-1
 application.. * Attending meetings with clients at their offices.. .,-1
 https://www.indeed.com/r/Suchita-Singh/00451c01c48e779f isid rex-download ikw download-top co IN.,-1
 * Building own database of clients and contacts.. * Giving clients advice and guidance on appropriate pay rates.,2
 * Developing a relationship with customer.. * Doing background checks and verifying the references,-1
 work experience and academic.,-1
 qualifications of applicants.. .,-1
 I have One Year Experience in Real Estate Field Fresh   Resell Work..     Have Two Year Experience as a HR - Executive ( Build Relation with Customers  .,-1
 Employers).,-1
 Personal:.,-1
 * Excellent interpersonal skills and able to communicate effectively.. * Focused on results and goals orientated.. * Professional,2
 intuitive and analytical in approach to issues and projects.. * Able to run own desk without being micro managed.. * Promoting all available employees through candidate marketing calls.. * Confident and diplomatic when talking to people.. * Quick and efficient.. KEY COMPETENCIES AND SKILLS.,-1
 Interviewing.,-1
 Marketing.,-1
 Positive attitude.,-1
 Eye for detail.,-1
 Desire to win.,-1
 EDUCATION.,-1
 MBA in Computer Application.,-1
 NIIT -  Noida,-1
 Uttar Pradesh.,-1
 SKILLS.,-1
 Administration (5 years).,-1
 ADDITIONAL INFORMATION.,-1
 People skills.,-1
 Computer Knowledge:.,-1
 I have the Experience of MS Office (Word,-1
 Excel).,-1
 Internet Surfing.. Desired Details:.,-1
 Resume Title: HR Executive/Admin Department.,-1
 Present Salary: 25 thousand.,-1
 Expected Salary: negotiable.,-1
 Preferred Job Location: Delhi / Noida/Greater Noida.,-1
 Functional Area / Industry: HR/Administration.,-1
 Job Type: Full Time / 5 Days Working.,-1
 Present Work Profile:.,-1
 BD Green Home Pvt.Ltd.,-1
 Position: HR Executive.,-1
 Industry: Real Estate authorize channel partner from Jaypee.. .,-1
 Functional Area: HR / Administration.,-1
 Duration: Aug 2012 - Remain,-1
Vinod Yadav.,-1
 Assistant Manager Technical Support - Nex-sales Solution Pvt Ltd. .,-1
 - Email me on Indeed: indeed.com/r/Vinod-Yadav/5860b95d11175986.,-1
 BBA in Computer Application Technically accomplished professional with 5+ years rich.,-1
 experience in IT Operations,-1
 Customer Support,-1
 Project Management,-1
 Technical Support,-1
 Pre-.,-1
 Sales,-1
 and Software Support with leading organizations in IT   Telecom sectors..,-1
 Currently designated as Assistant Manager-Technical Support Mumbai with telecom based B2B.,-1
 solution for USA and UK Client.,-1
 The wealth of expertise covers Telecom concepts   Products,-1
 Video   Audio.,-1
 Conferencing Concepts,-1
   Technologies,-1
 Desktop Support Troubleshooting with Techno-.,-1
 Commercials Skills.,-1
 Holds the distinction of successfully managing over 100 Enterprise customer account from new.,-1
 Link delivery to Service Assurance Projects and Maintenance.,-1
 Expertise in swiftly ramping up projects with competent cross-functional skills and on time.,-1
 execution..     Sound understanding of Voice/Media Processing Boards/Hardware of Dialogic,-1
 PIKA,-1
 Ai-logix.,-1
 and Synway..     Deft in Solution conceptualizing   designing,-1
 problem identification,-1
 techno sales,-1
.,-1
 technical support of call centre suites,-1
 IVRS,-1
 voice mail,-1
 ACD,-1
 voice logging solution,-1
 dailers,-1
 IP.,-1
 Telephony and troubleshooting..     Enterprising leader with excellent analytical,-1
 organisational and interpersonal skills.. .,-1
 WORK EXPERIENCE.,-1
 Assistant Manager Technical Support.,-1
 Nex-sales Solution Pvt Ltd -.,-1
 May 2012 to Present.,-1
 Nex-sales expertise in account profiling and identifying accurate contacts to support our demand.,-1
 generation programs consistently impresses us.,-1
 Their level of detail and quality of delivery stands.,-1
 out in the marketplace.. .,-1
 Multifaceted experience of project management,-1
 network infrastructure   security.,-1
 management..,-1
 Evaluation of new technologies and implementation of same within timeline.Vendor.,-1
 Management-.,-1
 Working with partners like Tata Communication,-1
 Sify,-1
 for network support and Projects.,-1
 implementation.,-1
 Multifaceted experience of project management,-1
 network infrastructure   security.,-1
 management.,-1
 Responsible for assisting in the integration of the solution into an existing infrastructure,-1
 which.,-1
 would drive systems integration and implementation approaches,-1
 including the identification and.,-1
 integration of Third Party products and services into a cohesive solution design.,-1
 The position is focused on designing,-1
 Implementing,-1
 and Supporting messaging and.,-1
 collaboration solutions consist with Fast switch and Unified Messaging.,-1
 Focus on voice integration,2
.,-1
 https://www.indeed.com/r/Vinod-Yadav/5860b95d11175986 isid rex-download ikw download-top co IN.,-1
 conferencing and remote worker capabilities.,-1
 Position requires that a successful architect be.,-1
 comfortable..     Accountable for a high degree of solution architecture and design responsibilities with technical.,-1
 skills in one or more of the following areas of expertise.,-1
 Understand customer environment and define business requirements with practice manager.,-1
 Develop architectural/functional design document based on existing or new requirements.,-1
 Connect solutions and technical information to customer s requirements and environments.,-1
 Design and implement prototype,-1
 or proof of concept,-1
 to test solutions..,-1
 Deliver engagements as an individual contributor,-1
 technical subject matter expert or as a team.,-1
 member on projects.Provide advice (knowledge transfer) to the customer and partners Prepare.,-1
 documentation as required Familiarity with project management Methodologies.,-1
 Communication Server and knowledge of gateways and PBX systems.,-1
 Microsoft Exchange,-1
 Email archiving architecture,-1
 DNS,-1
 Active Directory Global Cataloging,-1
.,-1
 SMTP Routing.,-1
 Experience in 3rd party Anti-Spam   Messaging.,-1
 Senior Presales   Technical Support Mumbai.,-1
 Vox Spectrum Pvt Ltd -  Mumbai,-1
 Maharashtra -.,-1
 June 2011 to May 2012. .,-1
 Vox Spectrum is an international telecom group of companies with offices in the US,-1
 UAE,-1
 Saudi.,-1
 Arabia and India.. We design,-1
 engineer,-1
 construct,-1
 install and maintain a broad range of voice,-1
 data,-1
 video and.,-1
 wireless infrastructure for clients worldwide.. .,-1
 Implementation of DGvox enterprise solutions range from single,-1
 large and complex too small.,-1
 to medium development projects across India..,-1
 Interpret Client requirements and translate these into resolutions to reported issues..,-1
 Managed projects for installations,-1
 training,-1
 upgrades for contact center and public firms in.,-1
 India..,-1
 Installed and configured VOIP hardware using H.323 and proprietary protocol,-1
 used extensively.,-1
 for communication.,-1
 Provided BackOffice support to onsite engineers in India.,-1
 as and when required.,-1
 Also part of Presales team and handling high touch customer accounts demonstration and.,-1
 developing and presenting architecture as per the customer requirement of the VOIP Telephony.,-1
 Co-ordinated and participated in problem resolutions for existing systems and ongoing.,-1
 development work.,-1
 Ensured standards and procedures were adhered to and followed for documentation,-1
 archiving,-1
.,-1
 and recovery.,-1
 Part of organizations technical consultants to design and implement complex network and.,-1
 voice solutions.,-1
 Senior Technical Support Engineer For IVR Operation.,-1
 Cellcast Interactive India Pvt Ltd -.,-1
 April 2010 to May 2011. .,-1
 Cellcast Interactive India is the pioneer in developing integrated participation content in the.,-1
 fast-growing Indian mobile and interactive TV market.,-1
 We use traditional media like television,-1
.,-1
 newspapers and radio for customer acquisition and new media to enable consumers to pay-and-.,-1
 participate.. .,-1
 Responsible for all Technical aspects and operations of the.,-1
 IVR Application server.,-1
 Implementation   system Integration with operator Subscription platform.,-1
 Defining the processes   call flows for all the applications.,-1
 MIS report generation   analyzing.,-1
 Development of new features and enhancements.,-1
 Senior Technical Support Engineer for IDEA Cellular SIVR Project.,-1
 NetXcell Limited -.,-1
 December 2009 to April 2010. .,-1
 Netxcell is a part of the Prathima Group of industries.Netxcell is 11 years old company in VAS.. Netxcell first introduced the cricket on Mobile in India and this service is one of the most popular.,-1
 Value Added Services accessed by the users.. .,-1
 Installation,-1
 troubleshooting,-1
 Integration and testing of SIVR Application Software   Mobile.,-1
 Value Added Services for Idea Cellular Maharashtra circle.,-1
 Developing call center IVR treatment ranging from Complaint handling/VAS deactivation /My.,-1
 help IVR for all categories of customers.,-1
 Analyzing IVR utilization and cost according to services.,-1
 offered and calls received..,-1
 Responsible for the Reduction of calls at call center by providing information by pull and push.,-1
 messages functionality and IVR utilization by customer..     Revenue by providing Different VAS (Dialer tone/ SMS alert services/ voice services) and.,-1
 different recharges on IVR with the direct integration with IN and prepaid billing system and VAS.,-1
 serve so that customer can get the benefit online of the selected services..,-1
 Ensuring uniformity for communication and updates at the call center/ customer care IVR/ Bulk.,-1
 Messages /web site / Pull message application and Auto dialers as per the new product received.,-1
 from marketing and VAS team.,-1
 Maintaining corporate MIS/ Call center MIS and all review Presentation.. .,-1
 Technical Support Engineer.,-1
 Voice Gate India Pvt Ltd -  Mumbai,-1
 Maharashtra -.,-1
 September 2008 to November 2009. .,-1
 Calcutta and Hyderabad.. .,-1
 Managed the gamut of tasks including Planning,-1
 Project Management,-1
 Pre-Sales Efforts,-1
 and.,-1
 Installation   Networking with a team of 7 members in North Region..,-1
 Facilitated installation of Call Center Software,-1
 IVRS,-1
 PRI and Analog Voice Loggers..     Extended technical and after sales support,-1
 planning and implementation.. .,-1
 Independently implemented 12,-1
16,-1
 and 48 Seat International Call Centre in Pune.,-1
 The Project.,-1
 involved was Dialer Software Configurations,-1
 Structured Cabling,-1
 LAN,-1
 Telephone line networking,-1
.,-1
 VOIP line Configurations,-1
.,-1
 Successfully handled a team of 9 Engineer s for the Voice Logging and IVRS Solution of.,-1
 Stockholding Corporation of India offices at 150 Locations in India as well as for various Locations.,-1
 of Alankit Assignments,-1
 UTI Securities,-1
 Bajaj Capital,-1
 Bonanza Portfolio,-1
 Religare,-1
 WWS SKY Shop.,-1
 etc..,-1
 Implemented   Handled the logistics support of engineer for implementation of Logger.,-1
 for stock holding for 150 location in tight deadline of 20 days all over India.,-1
 Technical Support   Presales Mumbai.,-1
 CUBE SOFTWARE PVT LTD -  New Delhi,-1
 Delhi -.,-1
 August 2005 to August 2008. .,-1
 Calcutta.. .,-1
 Managing the gamut of tasks including Project Management,-1
 Pre-Sales Efforts and Network.,-1
 Maintenance,-1
 with a team of 8 members..,-1
 Actively involved in designing technical elements of all solutions and providing technical.,-1
 deliverables on all proposals including initial commercial estimate sheets..     Essayed the chief role in Software Installation  Troubleshooting  Network Designing as per.,-1
 Software requirement..     Understanding prospect s requirement,-1
 proposing the best possible solution in the available.,-1
 resources..     Involved in organizing POC and Demo,-1
 coordination with Software Development,-1
 Customer and.,-1
 Sales Staff..,-1
 Handled Technical activities including installation of IVRS,-1
 Call Canter Solution,-1
 Voicemail,-1
 Both.,-1
 PRI and Analog telephone line Voice logging solution..,-1
 Managed Sales activities including regular follow-ups and Account Management,-1
 Pre  .,-1
 Post implementation testing of the solution in coordination with development team..     Extended Training to Technical and sales team and customer staff..,-1
 Independently implemented 16 Seater Inbound Call Center   Software at various locations.,-1
 of Oriflame Cosmetics in India..,-1
 Independently handled demo and implementation of the Centralised IVRS Solution at the H.O.,-1
 of Bajaj Allianz for all Over India Customer Care Service Centre..,-1
 Installing IVRS,-1
 Voice Loggers,-1
 Call Bill accounting software s,-1
 GSM messaging solutions.,-1
 Installation Analog lines Voice Logging Solutions..,-1
 Managing 1st level escalation.,-1
 Independently giving Demo of products to the customer..     Pre Sales support for understanding the customer requirement..     Coordinating with customer,-1
 marketing and development team in customizing solutions as per.,-1
 the requirement of customer..,-1
 Testing of software in coordination with development team..,-1
 Provide training to dealer s marketing and technical people about new products and its.,-1
 features..,-1
 Independently Implemented IVRS and GSM Messaging Solutions in the Baroda,-1
 Ambala and.,-1
 Hajipur Division of Indian Railways including the PC configuration networking Telephone Line.,-1
 network and Training to the staff of the division.,-1
 EDUCATION.,-1
 Bachelor of Business Administration in Business Administration.,-1
 Madurai Kamaraj University -  Madurai,-1
 Tamil Nadu.,-1
 Deen Dayal Upadhyaya University -  Gorakhpur,-1
 Uttar Pradesh.,-1
 P.G.,-1
 National P.G College Barhalganj -  Gorakhpur,-1
 Uttar Pradesh.,-1
 SKILLS.,-1
 SALES (10+ years),-1
 SOLUTIONS (10+ years),-1
 BUSINESS REQUIREMENTS (6 years),-1
 DNS (6. years),-1
 NETWORKING (4 years).,-1
 ADDITIONAL INFORMATION.,-1
 Areas of Expertise.,-1
 Technical .,-1
 Operating System: DOS,-1
 Win       Prof/2000 Server/XP/2003 Server.. System Administration: LAN Management,-1
 Setting up of domains,-1
 proxies etc.,-1
 Database Management: Dbase,2
 Visual FoxPro,2
 MS Access,2
 MySQL,2
 MS SQL.,-1
 Programming Language: Visual Basic,-1
 C. Hardware: Intel s Dialogic,-1
 Ai-logix,-1
 PIKA and Synway telephony cards.. Video   Audio Equipments: Polycom,-1
 Tandberg,-1
 Athera,-1
 Life-size.,-1
 Telecom Networks: MPLS,-1
 VPN,-1
 DIA,-1
 E1 DID,-1
 BRI,-1
 Metro Ethernet,-1
 TDM,-1
.,-1
 Functional .,-1
 Project   Delivery Execution.,-1
 * Project planning,-1
 scoping,-1
 activity sequencing/ estimation,-1
 tracking and development of.,-1
 contingency plans to meet cost and time over-runs.. * Mapping client/business requirements and provide customized networking solutions,-1
 finalize.,-1
 product specifications and select appropriate techniques.. * Interacting with team members and participate in periodic project progress review meetings to.,-1
 ensure that specified time and cost parameters are being met.. * Coordinate with different stakeholder for delivery of network element   link as required.,-1
 and agreed by customer in accordance with timeline agreed.. Service Assurance.,-1
 Provide Fault/Incident Management Ticketing within committed SLA.,-1
 Interact with customer and understand the issue and coordinate with NNOC,-1
 Transport and Field.,-1
 engineer team for resolution of the customer problem.. * Interacting with customer regularly for understanding their pain areas and propose solution.,-1
 and ensuring high customer satisfaction levels through prompt re-dressal of their problems.. Pre-Sales / Consultancy Services.,-1
 * Effectuating pre-planned sales strategies for accomplishment of performance milestones.. .,-1
 * Conducting Pre-Sales Demos   Propose and develop customized product solutions as per.,-1
 process need.. * Understanding and coordinating client s needs / enhancements,-1
 customization of product.,-1
 accordingly and consult with technical team to provide solutions as per the delivery schedules.. .,-1
 Network Management.,-1
 * Installing and maintaining network elements and data communication hardware and software.,-1
 environment.. * Planning,-1
 designing,-1
 installing,-1
 and configuring   Managing Reliance World  .,-1
 RMS LAN,-1
 VLAN   WAN as per organizational requirements,-1
 governed by communication.,-1
 protocols.. * Setting up and configuration of VPN,-1
 Leased Line and ISDN and Video conferencing network.,-1
 and services.. * Coordinating for major hardware and software upgrades / changeovers/RMA etc.. Systems Administration.,-1
 * Installing,-1
 configuring and maintaining Operating Systems,-1
 Servers,-1
 Application Software,-1
 Anti-.,-1
 Viruses   Hardware Of RW s and RMS.. * Facilitating installation of Operating System,-1
 application software,-1
 hardware maintenance and.,-1
 configuration of servers such as DHCP,-1
 WINS and DNS.. Technical / Customer Support.,-1
 * Troubleshoot problems   meeting deadlines and TAT without compromising quality norms.,-1
 and adhering to SLA.. * Troubleshoot problems pertaining to Performance Tuning,-1
 Desktop Support,-1
 Audio   Video.,-1
 conferencing,-1
 Network Administration,-1
 Application Conflicts and System Bugs.. * Delivery Management   Post Implementation support.. * Install and configure network printer and other hardware devices like PCs and Print servers.. * Assign user nodes to various devices installed and networked,-1
 handle allocation and protection.,-1
 of user rights,-1
 as per company s policies.. .,-1
 STRENGTHS.,-1
 Good communication skills,-1
 proactive attitude with an aptitude for continuous learning.. .,-1
 Place: Mumbai Vinod M Yadav.,-1
 Date:,-1
Vipan Kumar.,-1
 Sales Manager.,-1
 New Delhi,-1
 Delhi - Email me on Indeed: indeed.com/r/Vipan-Kumar/dca2192215134f91.,-1
 WORK EXPERIENCE.,-1
 Sales   Application Manager.,-1
 Sonoscape Medical Corporation -  New Delhi,-1
 Delhi -.,-1
 November 2017 to Present.,-1
 Sales   Application manager for GI,-1
 Pulmonary Flexible Endoscopy portfolio to North India.,-1
 Market     Delhi NCR,-1
 Haryana,-1
 Punjab,-1
 HP,-1
 J K,-1
 UP,-1
 UK,-1
 Rajasthan.,-1
 Company   Product Launch to a well-established segment,-1
 Started with 3 Distributor.,-1
 appointment for sales   business development,-1
 coverage,-1
 50 Funnel generation for Budget.,-1
 Achievement.,-1
 4 class room training session for Distributor   s team for day to day effectiveness in product.,-1
 presentation to establish product to end users,-1
 product evaluation from 8 key customers  .,-1
 120+ hands-on user experience across region.,-1
 Funnel generation of 12 leads from 48 prospects,-1
 Connecting dots by recognizing  .,-1
 establishing users    needs and providing win-win solution as per objective budget achievement .,-1
 3 Activities in region for hands on experience   to create awareness among users for.,-1
 establishing organization in market place,-1
 participation in FIAGES,-1
 Hands on workshop at GB Pant.,-1
 Hospital,-1
 Delhi   SR Kalla Hospital,-1
 Jaipur.,-1
 Market   competition Information for business development,-1
 continue to develop and.,-1
 follow up business pipeline in region by tracking corporate,-1
 Govt and Private customer by close.,-1
 follow up,-1
 participated in 5 Govt tenders by specification amendments.,-1
 B2B   B2C management for coverage   follow up on each   every prospect,-1
.,-1
 assisting team of 8 across region in day to day activities.. .,-1
 Area Sales Manager.,-1
 Pentax Medical India Pvt.,-1
 Limited -  Delhi,-1
 Delhi -.,-1
 January 2015 to November 2017. .,-1
 B2B   B2C management for coverage   follow up on each   every prospect,-1
.,-1
 assisting team of 8 across region in day to day.,-1
 activities.. Pentax Medical India Pvt.,-1
 Limited.,-1
 Area Sales Manager// Jan 2015 - November 2017.,-1
 Delhi,-1
 Punjab,-1
 Rajasthan,-1
 Haryana,-1
 Western UP.,-1
 Budget Achievement,-1
 market development for Flexible endoscopy product range for GI  .,-1
 Pulmonary in Delhi-NCR HR,-1
.,-1
 Rajasthan   UK..     112  budget achievement with 3 private and 4 Govt installation in FY2015-16.. .,-1
 https://www.indeed.com/r/Vipan-Kumar/dca2192215134f91 isid rex-download ikw download-top co IN.,-1
 B2B   B2C business model,-1
 tracking channel partner for sales,-1
 training   business.,-1
 development..     Market Mapping with Channel Partners,-1
 appointment of new channel partners for revenue,-1
.,-1
 market penetration and visibility of product..,-1
 Maintain knowledge of competitors and their presence in assigned territory..,-1
 Working closely with sales manager to develop assigned territory in-line with company s. objective..,-1
 Provide timely and accurate daily reporting of sales activity in company s CRM database..,-1
 Follow-up with leads and prospects,-1
 maintain business funnel..     Channel Partner Review on fixed time interval on all aspects..,-1
 Product Demonstration,-1
 Presentation,-1
 Planning and Execution in whole sale process..     Quarterly training to team - Field training as well theoretical training for effective use of.,-1
 Information to end users and decisions makers..,-1
 Executed 10 Training programs in region for channel partners..,-1
 Conducting Technician Training programs for system maintaining.,-1
 KOL development - New KOL for product endorsement,-1
 Existing customers  management for.,-1
 valued feedback and referral..     EUS India Workshop - Managed and arranged execution of workshop at JayPee Hospital,-1
 Greater.,-1
 Noida.,-1
 Active Participation in 8 Workshops (EPL,-1
 ASICON,-1
 ISGCON,-1
 ENDOCON,-1
 and EUS - India) in region.,-1
 for business.,-1
 development.,-1
 Continue to develop and maintain a full business pipeline of prospective clients and assume all.,-1
 territory management in an assigned geographic region.,-1
 Product Executive.,-1
 Novartis India Pvt.,-1
 Limited -  Delhi,-1
 Delhi -.,-1
 October 2013 to January 2015. .,-1
 New Delhi.,-1
 Recruited to serve in an area with access to high-potential Gastroenterologist and Hematologist.,2
 of Delhi NCR for product profile for Chronic Hepatitis B.,-1
 Significant actions taken included -.,-1
 Regain lost customer from Sir Ganga Ram Hospital,-1
 Medicity Medanta Hospital with effective.,-1
 skill.,-1
 demonstration and engagement model of organization like CME,-1
 RTM,-1
 Screening Camp..,-1
 Achieved Budget from second month of Joining..     Got Order 9.6Lakh from ECHS in the month of Dec 2013..,-1
 Appointed two distributor for better penetration..,-1
 Enjoyed report with key Gastro like Dr. Anil Arora,-1
 Dr. Naresh Bansal,-1
 Dr. Mandhir Kumar,-1
 Dr.. J Vij,-1
 Dr. V K. Geol,-1
 Dr. Kausal Madan and Dr. GodhDass Chaudhary.. .,-1
 Transferred to Respiratory Franchisee due to binding up virology operation by Organization on Jan. 3,-1
 2014 due to internal development.,-1
 Handed over key account like Apollo Hospital,-1
 Max Hospital.,2
 ESIC project.. .,-1
 Established Xolair in ESIC - Delhi with effective communication and engagement plan like done.,-1
 17 Dr s meet in 10 months and 4 screening camps.,-1
 YTD 136  for 2014.,-1
 Explored new business avenue in Faridabad,-1
 Rohtak in institutions as well as in corporates..     Dr. Ajay Lall,-1
 Dr. AmritGoel and Dr. Deepak Rosha joined company platform at Athen (Greece).,-1
 during scientific.,-1
 session (Omalizumab Master Class).,-1
 Most of attendee belonged to my territory during international speaker session held in March.,-1
15,-1
2014,-1
 Managed ESIC Project with passion still order of 100+ vial pending in key institute and I have.,-1
 achieved budget.,-1
 well in advance in Nov 2014.,-1
 Got first initiation from Dr. Ajay Lall as well as first order from Max Hospital in last 8 years on.,-1
 Xolair promotion in Delhi region.,-1
 Engaged at ESIC Dispensary and CGHS Dispensary selective for refferal to key institute for.,-1
 business.,-1
 development.,-1
 Effectively used Patient Care Executive for counseling and screening purpose to extract best.,-1
 out of provided.,-1
 resource.,-1
 Coordinated and collaborated with key stake holder like Distributors,-1
 KDM for order and.,-1
 inventory.,-1
 management.,-1
 Sr.,-1
 Hepatitis Care Advisor.,-1
 Bristol Myers Squibb -  Delhi,-1
 Delhi -.,-1
 October 2010 to October 2013. .,-1
 New Delhi.,-1
 Recruited to serve in an area with difficult access to high-potential customers of Delhi-NCR.,-1
 pharmaceutical.,-1
 territory.,-1
 Repeatedly accessed no-see Nephrologist through resourceful approaches,-1
 persistence,-1
.,-1
 and genuine.,-1
 rapport-building and establishing concept of Hepatitis B management on concept establishment.,-1
 merged to pool.,-1
 team.. .,-1
 Developed territory for consistence business growth in during tenure.,-1
 102  YTD only one Qtr missed in three year tenure.,-1
 Performed comprehensive analysis and identified new business strategy to drive business.,-1
 growth.,-1
 Started Dharamshala with 2 boxes at the end of half year we were 40 Box per month sales.,-1
 First order from Panipat ESIS,-1
 expected growth from Karnal.,-1
 Leveraged expertise in product knowledge and overcame client objections,-1
 while focusing on.,-1
 high.,-1
 potential customers.,-1
 Engagement of key Gastro of region in CME,-1
 RTM and scientific forum.,-1
 Dr. Monika Jain,-1
 Dr. Arvind Khurana,-1
 Dr. V K Geol,-1
 Dr. Ajay Kumar from RML,-1
 Dr. Rajeev Dogra.,-1
 from Kangra.,-1
 given significant share of business despite the availabity of cheaper generics available due to.,-1
 engagement.,-1
 model.,-1
 CGHS Business grown significantly from 1.2 Lakh per month to 2.75 and at the time of my.,-1
 separation it was around 4.8lakh per month from RML Hospital only.,-1
 Established and enlisted product in BSF and CRPF Formulary by Brand Name due to good report.,-1
 with KDM and key users.,-1
 Product Specialist.,-1
 Fresenius Kabi India Pvt.,-1
 Ltd -  Delhi,-1
 Delhi -.,-1
 June 2009 to October 2010. .,-1
 Recruited to handle already high base and well established region of Central Delhi (Sir Ganga.,-1
 Ram Hospital),-1
.,-1
 Gurgaon,-1
 Agra,-1
 Haridwar and Dehradun.,-1
 Almost 55  business stake and highest business growth.,-1
 proportion in a. pool region of Delhi-NCR.,-1
 Retain and develop territory for consistence business growth by.,-1
 effective..,-1
 Retention of KOL through comprehensive approach and available business inputs and.,-1
 perseverance to achieve growth percentage.,-1
 Explored market penetration,-1
 driving huge market gains by calling on previously uncovered,-1
.,-1
 indigent.,-1
 clinics,-1
 located in undesirable parts of the territory like Dehradun.,-1
 Acknowledged as a proven performer in challenging sales environments,-1
 outperforming sales.,-1
 goals.,-1
 With.,-1
 YTD 105  entire tenure.,-1
 Sales Executive.,-1
 Win Medicare Pvt Ltd -  Delhi,-1
 Delhi -.,-1
